"Make","Model","Cyl","Class","Trans","Fuel","City","Hwy"
"GMC","SAVANA 3500 PASSENGER","8","F","A6","E",11,17
"GMC","SAVANA 3500 PASSENGER","8","F","A6","X",14,22
"GMC","SAVANA 3500 PASSENGER","8","F","A6","E",10,16
"GMC","SIERRA","6","PU","A4","X",20,28
"GMC","SIERRA","8","PU","A4","X",19,27
"GMC","SIERRA","8","PU","A4","E",14,20
"GMC","SIERRA","8","PU","A6","X",20,30
"GMC","SIERRA","8","PU","A6","E",14,23
"GMC","SIERRA","8","PU","A6","Z",17,25
"GMC","SIERRA","8","PU","A6","E",12,19
"GMC","SIERRA 4WD","6","PU","A4","X",19,25
"GMC","SIERRA 4WD","8","PU","A4","X",18,25
"GMC","SIERRA 4WD","8","PU","A4","E",13,19
"GMC","SIERRA 4WD","8","PU","A6","X",20,30
"GMC","SIERRA 4WD","8","PU","A6","E",14,23
"GMC","SIERRA 4WD","8","PU","A6","Z",16,25
"GMC","SIERRA 4WD","8","PU","A6","E",12,18
"GMC","SIERRA DENALI AWD","8","PU","A6","Z",16,25
"GMC","SIERRA DENALI AWD","8","PU","A6","E",12,19
"GMC","SIERRA HYBRID","8","PU","AV","X",28,34
"GMC","SIERRA HYBRID 4WD","8","PU","AV","X",28,33
"GMC","SIERRA XFE","8","PU","A6","X",21,31
"GMC","SIERRA XFE","8","PU","A6","E",15,23
"GMC","TERRAIN","4","SP","A6","X",31,46
"GMC","TERRAIN","6","SP","A6","X",23,35
"GMC","TERRAIN","6","SP","A6","E",17,25
"GMC","TERRAIN AWD","4","SP","A6","X",28,41
"GMC","TERRAIN AWD","6","SP","A6","X",21,34
"GMC","TERRAIN AWD","6","SP","A6","E",16,24
"GMC","YUKON","8","SP","A6","X",20,30
"GMC","YUKON","8","SP","A6","E",14,23
"GMC","YUKON 4WD","8","SP","A6","X",20,30
"GMC","YUKON 4WD","8","SP","A6","E",14,23
"GMC","YUKON DENALI AWD","8","SP","A6","Z",18,28
"GMC","YUKON DENALI AWD","8","SP","A6","E",13,20
"GMC","YUKON DENALI HYBRID 4WD","8","SP","AV","X",27,33
"GMC","YUKON DENALI XL AWD","8","SP","A6","Z",17,25
"GMC","YUKON DENALI XL AWD","8","SP","A6","E",12,18
"GMC","YUKON HYBRID","8","SP","AV","X",28,34
"GMC","YUKON HYBRID 4WD","8","SP","AV","X",27,33
"GMC","YUKON XL","8","SP","A6","X",20,30
"GMC","YUKON XL","8","SP","A6","E",14,23
"GMC","YUKON XL 4WD","8","SP","A6","X",20,30
"GMC","YUKON XL 4WD","8","SP","A6","E",14,23
"GMC","YUKON XL 4WD HD","8","SP","A6","X",14,22
"GMC","YUKON XL HD","8","SP","A6","X",14,22
"HONDA","ACCORD","4","M","AV","X",36,51
"HONDA","ACCORD","4","M","M6","X",32,50
"HONDA","ACCORD","4","M","AV7","X",36,51
"HONDA","ACCORD","6","M","A6","X",29,50
"HONDA","ACCORD","6","M","M6","X",25,40
"HONDA","ACCORD","6","M","AS6","X",28,46
"HONDA","CIVIC","4","C","A5","X",40,56
"HONDA","CIVIC","4","C","M5","X",39,52
"HONDA","CIVIC","4","C","M6","Z",28,44
"HONDA","CIVIC HYBRID","4","C","AV","X",64,67
"HONDA","CROSSTOUR","4","SP","A5","X",30,44
"HONDA","CROSSTOUR","6","SP","A6","X",27,43
"HONDA","CROSSTOUR AWD","6","SP","A6","X",25,40
"HONDA","CR-V","4","SP","A5","X",31,44
"HONDA","CR-V AWD","4","SP","A5","X",31,43
"HONDA","CR-Z","4","T","M6","X",44,55
"HONDA","CR-Z","4","T","AV7","X",52,56
"HONDA","FIT","4","W","A5","X",40,52
"HONDA","FIT","4","W","M5","X",40,50
"HONDA","INSIGHT","4","C","AV","X",60,64
"HONDA","INSIGHT EX","4","C","AV7","X",60,66
"HONDA","ODYSSEY","6","V","A5","X",24,39
"HONDA","ODYSSEY TOURING","6","V","A6","X",26,40
"HONDA","PILOT","6","SP","A5","X",24,36
"HONDA","PILOT AWD","6","SP","A5","X",23,34
"HONDA","RIDGELINE AWD","6","PU","A5","X",21,29
"HYUNDAI","ACCENT","4","C","AS6","X",39,54
"HYUNDAI","ACCENT","4","C","M6","X",40,53
"HYUNDAI","ELANTRA","4","M","AS6","X",39,54
"HYUNDAI","ELANTRA","4","M","M6","X",40,54
"HYUNDAI","ELANTRA COUPE","4","M","AS6","X",37,53
"HYUNDAI","ELANTRA COUPE","4","M","M6","X",39,54
"HYUNDAI","ELANTRA GT","4","M","AS6","X",37,53
"HYUNDAI","ELANTRA GT","4","M","M6","X",36,53
"HYUNDAI","EQUUS","8","L","AS8","Z",21,33
"HYUNDAI","GENESIS","6","L","AS8","X",25,39
"HYUNDAI","GENESIS COUPE","4","S","AS8","Z",27,44
"HYUNDAI","GENESIS COUPE","4","S","M6","Z",28,43
"HYUNDAI","GENESIS COUPE","6","S","AS8","Z",25,40
"HYUNDAI","GENESIS COUPE","6","S","M6","Z",25,39
"HYUNDAI","GENESIS R SPEC","8","L","AS8","Z",21,33
"HYUNDAI","SANTA FE SPORT","4","SP","AS6","X",27,38
"HYUNDAI","SANTA FE SPORT","4","SP","AS6","X",28,42
"HYUNDAI","SANTA FE SPORT 4WD","4","SP","AS6","X",26,34
"HYUNDAI","SANTA FE SPORT 4WD","4","SP","AS6","X",27,37
"HYUNDAI","SONATA","4","L","AS6","X",31,49
"HYUNDAI","SONATA","4","L","AS6","X",32,50
"HYUNDAI","TUCSON","4","SP","AS6","X",30,42
"HYUNDAI","TUCSON","4","SP","M5","X",27,37
"HYUNDAI","TUCSON","4","SP","AS6","X",29,43
"HYUNDAI","TUCSON 4WD","4","SP","AS6","X",28,38
"HYUNDAI","VELOSTER","4","C","AM6","X",39,54
"HYUNDAI","VELOSTER","4","C","M6","X",38,53
"HYUNDAI","VELOSTER TURBO","4","C","AS6","X",33,49
"HYUNDAI","VELOSTER TURBO","4","C","M6","X",34,50
"INFINITI","FX37 AWD","6","SP","AS7","Z",22,31
"INFINITI","FX50 AWD","8","SP","AS7","Z",19,28
"INFINITI","G37 CONVERTIBLE","6","S","AS7","Z",24,36
"INFINITI","G37 CONVERTIBLE","6","S","M6","Z",22,34
"INFINITI","G37 COUPE","6","S","AS7","Z",26,38
"INFINITI","G37 COUPE","6","S","M6","Z",23,36
"INFINITI","G37x COUPE","6","S","AS7","Z",24,36
"INFINITI","JX35 AWD","6","SP","AV","Z",25,33
"INFINITI","M35h","6","M","AS7","Z",38,46
"INFINITI","M37","6","M","AS7","Z",25,38
"INFINITI","M37x","6","M","AS7","Z",24,34
"INFINITI","M56","8","M","AS7","Z",22,35
"INFINITI","M56x","8","M","AS7","Z",21,33
"JAGUAR","XF I4T","4","M","AS8","Z",26,41
"JAGUAR","XF V6 SUPERCHARGED AWD","6","M","AS8","Z",22,37
"JAGUAR","XFR","8","M","AS8","Z",20,32
"JAGUAR","XFR-S","8","M","AS8","Z",20,32
"JAGUAR","XJ 3.0 AWD","6","L","AS8","Z",22,35
"JAGUAR","XJ SUPERCHARGED","8","L","AS8","Z",20,33
"JAGUAR","XJ SUPERSPORT","8","L","AS8","Z",20,33
"JAGUAR","XJL 3.0 AWD","6","L","AS8","Z",21,35
"JAGUAR","XJL SUPERCHARGED","8","L","AS8","Z",20,33
"JAGUAR","XJL SUPERSPORT","8","L","AS8","Z",20,33
"JAGUAR","XJL ULTIMATE","8","L","AS8","Z",20,33
"JAGUAR","XK CONVERTIBLE","8","S","AS6","Z",21,31
"JAGUAR","XK COUPE","8","S","AS6","Z",21,34
"JAGUAR","XKR CONVERTIBLE","8","S","AS6","Z",20,31
"JAGUAR","XKR COUPE","8","S","AS6","Z",20,31
"JAGUAR","XKR-S CONVERTIBLE","8","S","AS6","Z",20,31
"JAGUAR","XKR-S COUPE","8","S","AS6","Z",20,31
"JEEP","COMPASS","4","SP","AV","X",30,39
"JEEP","COMPASS","4","SP","M5","X",32,43
"JEEP","COMPASS","4","SP","AV","X",29,39
"JEEP","COMPASS","4","SP","M5","X",31,40
"JEEP","COMPASS 4X4","4","SP","AV","X",29,37
"JEEP","COMPASS 4X4","4","SP","M5","X",31,39
"JEEP","GRAND CHEROKEE 4X4 (FuelSaver MDS)","8","SP","A6","X",17,28
"JEEP","GRAND CHEROKEE 4X4 FFV","6","SP","A5","E",16,24
"JEEP","GRAND CHEROKEE 4X4 FFV","6","SP","A5","X",22,32
"JEEP","GRAND CHEROKEE 4X4 SRT (FuelSaver MDS)","8","SP","A5","Z",17,25
"JEEP","PATRIOT","4","SP","AV","X",30,39
"JEEP","PATRIOT","4","SP","M5","X",32,43
"JEEP","PATRIOT","4","SP","AV","X",29,39
"JEEP","PATRIOT","4","SP","M5","X",31,40
"JEEP","PATRIOT 4X4","4","SP","AV","X",29,37
"JEEP","PATRIOT 4X4","4","SP","M5","X",31,39
"JEEP","WRANGLER 4X4 (2-DOOR)","6","SP","A5","X",22,30
"JEEP","WRANGLER 4X4 (2-DOOR)","6","SP","M6","X",22,30
"JEEP","WRANGLER UNLIMITED 4X4 (4-DOOR)","6","SP","A5","X",21,28
"JEEP","WRANGLER UNLIMITED 4X4 (4-DOOR)","6","SP","M6","X",21,29
"KIA","FORTE","4","M","AS6","X",35,51
"KIA","FORTE","4","M","M6","X",35,50
"KIA","FORTE","4","M","AS6","X",31,46
"KIA","FORTE","4","M","M6","X",31,46
"KIA","FORTE KOUP","4","C","AS6","X",35,50
"KIA","FORTE KOUP","4","C","M6","X",34,47
"KIA","FORTE KOUP","4","C","AS6","X",31,44
"KIA","FORTE KOUP","4","C","M6","X",31,46
"KIA","OPTIMA","4","M","AS6","X",31,49
"KIA","OPTIMA","4","M","AS6","X",33,50
"KIA","OPTIMA","4","M","M6","X",32,50
"KIA","RIO","4","C","AS6","X",40,51
"KIA","RIO","4","C","M6","X",41,53
