Make,Class,Engine,Tran,Fuel,City,Hwy
ROLLS-ROYCE PHANTOM DROPHEAD COUPE,C,6.7/12,A6,Z,15,26
ROLLS-ROYCE PHANTOM EWB,L,6.7/12,A6,Z,15,26
SCION FR-S,S,2.0/4,M6,Z,29,43
SCION FR-S,S,2.0/4,AS6,Z,34,49
SCION iQ,S,1.3/4,AV,X,51,60
SCION tC,C,2.5/4,M6,X,31,44
SCION tC,C,2.5/4,AS6,X,32,45
SCION xB,W,2.4/4,AS4,X,30,39
SCION xB,W,2.4/4,M5,X,30,39
SCION xD,S,1.8/4,A4,X,37,48
SCION xD,S,1.8/4,M5,X,38,48
SMART FORTWO CABRIOLET,T,1.0/3,AM5,Z,49,60
SMART FORTWO COUPE,T,1.0/3,AM5,Z,49,60
SRT VIPER,T,8.4/10,M6,Z,16,25
SRT VIPER GTS,T,8.4/10,M6,Z,16,25
SUBARU BRZ,S,2.0/4,M6,Z,29,43
SUBARU BRZ,S,2.0/4,AS6,Z,34,48
SUBARU FORESTER AWD,SP,2.5/4,M5,X,29,38
SUBARU FORESTER AWD,SP,2.5/4,AS4,X,29,38
SUBARU FORESTER AWD,SP,2.5/4,AS4,Z,26,34
SUBARU IMPREZA AWD,C,2.0/4,AV,X,38,51
SUBARU IMPREZA AWD,C,2.0/4,M5,X,34,48
SUBARU IMPREZA AWD,C,2.5/4,M5,Z,25,35
SUBARU IMPREZA AWD,C,2.5/4,M6,Z,22,32
SUBARU IMPREZA WAGON AWD,W,2.0/4,AV,X,38,51
SUBARU IMPREZA WAGON AWD,W,2.0/4,M5,X,34,48
SUBARU IMPREZA WAGON AWD,W,2.5/4,M5,Z,25,35
SUBARU IMPREZA WAGON AWD,W,2.5/4,M6,Z,22,32
SUBARU LEGACY AWD,M,2.5/4,AV,X,34,47
SUBARU LEGACY AWD,M,2.5/4,M6,X,29,40
SUBARU LEGACY AWD,M,3.6/6,AS5,X,24,34
SUBARU OUTBACK AWD,SP,2.5/4,AV,X,33,43
SUBARU OUTBACK AWD,SP,2.5/4,M6,X,29,40
SUBARU OUTBACK AWD,SP,3.6/6,AS5,X,24,34
SUBARU TRIBECA AWD,SP,3.6/6,AS5,X,22,30
SUBARU XV CROSSTREK AWD,SP,2.0/4,AV,X,34,47
SUBARU XV CROSSTREK AWD,SP,2.0/4,M5,X,32,42
SUZUKI GRAND VITARA URBAN/JX/JLX,SP,2.4/4,A4,X,25,33
SUZUKI KIZASHI S AWD,C,2.4/4,AV,X,30,42
SUZUKI KIZASHI SX/SPORT AWD,C,2.4/4,AV,X,30,42
SUZUKI SX4 CROSSOVER JA/JX AWD,W,2.0/4,M6,X,30,43
SUZUKI SX4 CROSSOVER JA/JX/JLX AWD,W,2.0/4,AV,X,31,42
SUZUKI SX4 HATCHBACK JA,W,2.0/4,AV,X,34,44
SUZUKI SX4 HATCHBACK JA,W,2.0/4,M6,X,31,45
SUZUKI SX4 HATCHBACK JX,W,2.0/4,AV,X,32,42
SUZUKI SX4 SEDAN JA,C,2.0/4,AV,X,35,46
SUZUKI SX4 SEDAN JA/JE,C,2.0/4,M6,X,31,47
SUZUKI SX4 SEDAN SPORT,C,2.0/4,AV,X,32,42
SUZUKI SX4 SEDAN SPORT,C,2.0/4,M6,X,31,46
TOYOTA 4RUNNER (Part-Time 4WD),SP,4.0/6,AS5,X,22,30
TOYOTA 4RUNNER 4WD,SP,4.0/6,AS5,X,22,30
TOYOTA AVALON,M,3.5/6,AS6,X,29,44
TOYOTA CAMRY,M,2.5/4,AS6,X,34,51
TOYOTA CAMRY,M,3.5/6,AS6,X,29,45
TOYOTA CAMRY HYBRID LE,M,2.5/4,AV,X,63,58
TOYOTA CAMRY HYBRID XLE,M,2.5/4,AV,X,60,55
TOYOTA COROLLA,C,1.8/4,A4,X,36,50
TOYOTA COROLLA,C,1.8/4,M5,X,38,50
TOYOTA COROLLA MATRIX,W,1.8/4,A4,X,34,44
TOYOTA COROLLA MATRIX,W,1.8/4,M5,X,37,46
TOYOTA COROLLA MATRIX,W,2.4/4,A4,X,28,37
TOYOTA COROLLA MATRIX,W,2.4/4,M5,X,30,40
TOYOTA COROLLA MATRIX,W,2.4/4,AS5,X,29,40
TOYOTA FJ CRUISER 4WD,SP,4.0/6,A5,X,22,30
TOYOTA FJ CRUISER 4WD,SP,4.0/6,M6,X,20,27
TOYOTA HIGHLANDER,SP,2.7/4,AS6,X,27,39
TOYOTA HIGHLANDER,SP,3.5/6,AS5,X,24,34
TOYOTA HIGHLANDER 4WD,SP,3.5/6,AS5,X,22,32
TOYOTA HIGHLANDER HYBRID 4WD,SP,3.5/6,AV,X,43,39
TOYOTA PRIUS,M,1.8/4,AV,X,76,71
TOYOTA PRIUS c,C,1.5/4,AV,X,81,71
TOYOTA PRIUS v,W,1.8/4,AV,X,66,59
TOYOTA RAV4,SP,2.5/4,AS6,X,32,44
TOYOTA RAV4 AWD,SP,2.5/4,AS6,X,31,42
TOYOTA RAV4 LIMITED AWD,SP,2.5/4,AS6,X,30,42
TOYOTA SEQUOIA 4WD,SP,5.7/8,AS6,X,16,24
TOYOTA SIENNA,V,2.7/4,AS6,X,27,38
TOYOTA SIENNA,V,3.5/6,AS6,X,25,36
TOYOTA SIENNA AWD,V,3.5/6,AS6,X,23,33
TOYOTA TACOMA,PU,2.7/4,A4,X,26,36
TOYOTA TACOMA,PU,2.7/4,M5,X,29,38
TOYOTA TACOMA,PU,4.0/6,M6,X,22,29
TOYOTA TACOMA 4WD,PU,2.7/4,A4,X,24,32
TOYOTA TACOMA 4WD,PU,2.7/4,M5,X,25,31
TOYOTA TACOMA 4WD,PU,4.0/6,A5,X,22,29
TOYOTA TACOMA 4WD,PU,4.0/6,M6,X,21,27
TOYOTA TUNDRA,PU,4.6/8,AS6,X,20,28
TOYOTA TUNDRA,PU,5.7/8,AS6,X,18,25
TOYOTA TUNDRA 4WD,PU,4.6/8,AS6,X,18,26
TOYOTA TUNDRA 4WD,PU,5.7/8,AS6,X,17,24
TOYOTA VENZA,SP,2.7/4,AS6,X,28,41
TOYOTA VENZA,SP,3.5/6,AS6,X,25,37
TOYOTA VENZA AWD,SP,2.7/4,AS6,X,28,40
TOYOTA VENZA AWD,SP,3.5/6,AS6,X,25,36
TOYOTA YARIS,C,1.5/4,A4,X,42,51
TOYOTA YARIS,C,1.5/4,M5,X,43,54
VOLKSWAGEN BEETLE,C,2.0/4,AS6,Z,29,43
VOLKSWAGEN BEETLE,C,2.0/4,M6,Z,27,42
VOLKSWAGEN BEETLE,C,2.5/5,AS6,X,30,40
VOLKSWAGEN BEETLE,C,2.5/5,M5,X,29,44
VOLKSWAGEN BEETLE CONVERTIBLE,S,2.5/5,AS6,X,29,39
VOLKSWAGEN BEETLE TDI CLEAN DIESEL,C,2.0/4,AS6,D,40,56
VOLKSWAGEN BEETLE TDI CLEAN DIESEL,C,2.0/4,M6,D,39,59
VOLKSWAGEN CC,C,2.0/4,AS6,Z,29,43
VOLKSWAGEN CC,C,2.0/4,M6,Z,28,44
VOLKSWAGEN CC 4MOTION,C,3.6/6,AS6,Z,22,34
VOLKSWAGEN EOS,S,2.0/4,AS6,Z,30,42
VOLKSWAGEN GOLF,C,2.5/5,AS6,X,31,43
VOLKSWAGEN GOLF,C,2.5/5,M5,X,29,46
VOLKSWAGEN GOLF R,C,2.0/4,M6,Z,26,38
VOLKSWAGEN GOLF TDI CLEAN DIESEL,C,2.0/4,AS6,D,42,60
VOLKSWAGEN GOLF TDI CLEAN DIESEL,C,2.0/4,M6,D,42,61
VOLKSWAGEN GOLF WAGON,W,2.5/5,AS6,X,31,43
VOLKSWAGEN GOLF WAGON,W,2.5/5,M5,X,29,46
VOLKSWAGEN GOLF WAGON TDI CLEAN DIESEL,W,2.0/4,AS6,D,40,58
VOLKSWAGEN GOLF WAGON TDI CLEAN DIESEL,W,2.0/4,M6,D,42,61
VOLKSWAGEN GTI,C,2.0/4,AS6,Z,32,45
VOLKSWAGEN GTI,C,2.0/4,M6,Z,29,42
VOLKSWAGEN JETTA,C,2.0/4,AS6,X,30,42
VOLKSWAGEN JETTA,C,2.0/4,AS6,Z,32,46
VOLKSWAGEN JETTA,C,2.0/4,M5,X,31,47
VOLKSWAGEN JETTA,C,2.0/4,M6,Z,29,46
VOLKSWAGEN JETTA,C,2.5/5,AS6,X,31,43
VOLKSWAGEN JETTA,C,2.5/5,M5,X,29,46
VOLKSWAGEN JETTA HYBRID,C,1.4/4,AM7,Z,63,67
VOLKSWAGEN JETTA TDI CLEAN DIESEL,C,2.0/4,AS6,D,42,60
VOLKSWAGEN JETTA TDI CLEAN DIESEL,C,2.0/4,M6,D,42,61
VOLKSWAGEN PASSAT,M,2.5/5,AS6,X,29,42
VOLKSWAGEN PASSAT,M,2.5/5,M5,X,28,43
VOLKSWAGEN PASSAT,M,3.6/6,AS6,Z,26,38
VOLKSWAGEN PASSAT TDI CLEAN DIESEL,M,2.0/4,AS6,D,41,58
VOLKSWAGEN PASSAT TDI CLEAN DIESEL,M,2.0/4,M6,D,42,64
VOLKSWAGEN ROUTAN,V,3.6/6,A6,X,23,35
VOLKSWAGEN TIGUAN,SP,2.0/4,AM6,Z,29,38
VOLKSWAGEN TIGUAN,SP,2.0/4,M6,Z,24,37
VOLKSWAGEN TIGUAN 4MOTION,SP,2.0/4,AM6,Z,28,36
VOLKSWAGEN TOUAREG,SP,3.6/6,AS8,Z,23,32
VOLKSWAGEN TOUAREG TDI CLEAN DIESEL,SP,3.0/6,AS8,D,26,42
VOLVO C30,C,2.5/5,M6,X,28,42
VOLVO C30,C,2.5/5,AS5,X,28,43
VOLVO C70,S,2.5/5,AS5,X,25,39
VOLVO S60,C,2.5/5,AS6,X,29,43
VOLVO S60 AWD,C,2.5/5,AS6,X,28,40
VOLVO S60 AWD,C,3.0/6,AS6,X,24,35
VOLVO S80,M,3.2/6,AS6,X,27,42
VOLVO S80 AWD,M,3.0/6,AS6,X,24,35
VOLVO XC60,SP,3.2/6,AS6,X,25,36
VOLVO XC60 AWD,SP,3.0/6,AS6,X,24,33
VOLVO XC60 AWD,SP,3.2/6,AS6,X,24,34
VOLVO XC70 AWD,SP,3.0/6,AS6,X,24,33
VOLVO XC70 AWD,SP,3.2/6,AS6,X,24,36
VOLVO XC90 AWD,SP,3.2/6,AS6,X,21,32
